CONCEPT_ROOT_NODE,inanimate_object,unit,statement,evidence,discussion,file,consumer_durable,instrumentality,summary,concept,storage_device,artifact,topic,region,location,moment,money,pointer,appendage,state,illness,fabric,figure,connector,fastener,communicator,cabling,device,adapt,compatibility,publication,equipment,machine,quality,layer,disclosure,degree,look,panel,wall,history,narrative,data,message,product,digital,films,entertainment,motion_pictures,ld,disc,sacd,optical_disc,parachute,hiker,hiking,transport,utility,transportation,hike,clique,clothing,hanger,impurity,fluid,pass,attenuates,particulate,sort,isolate,sift,filtration,sound,dissolved,signal,frequencies,clearness,otherwise,or,ostracise,separate,else,another,something_else,unfamiliar,different,second,apart,stronghold,extent,material,code,project,imperfection,microphone,cognitive_psychology,thinking,repairing,programming,pane,household_durables,document,transfer,install,upload,system,release,egress,activity,intensity,distance,importance,liveliness,force,resuscitator,bed_linen,shape,imagery,artwork,representation,road,idea,imprint,display,translucence,software,template,radiation,illumination,electromagnetic_radiation,extension,condiment,emission,energy,spread,diffuse,burdock,protrusion,support,loud,quantity,talker,human,leader,person,speech,utterance,vocalizing,talking,loudspeaker,speaking,reproducer,government,speaks,stereos,assembly,meeting,communication,gathering,proceeding,communicate,utter,component,frequency,container,baggage,wrapping,paper,loop,accessory,badge,legislator,vehicle,motor_vehicle,examination,following,furnishings,transaction,grant,change,coupler,lamping,php,wamp,lights,sights,instrument,condition,part,section,thing,object,constituent,tracker,book,plan,article,characteristic,constitution,item,cellulose,firm,sheets,pages,writing,pen,textile,text,peripheral,carbon,scissors,linen,business,electronic_equipment,platform,performer,guitarist,electrode,hobbyist,gain,attack,musician,port,weaponry,headphone,pedal,video,ship,vessel,boat,tableware,breakable,binoculars,magnifier,eyes,receive,electronic_component,phone,athlete,player,sports,blanket,touch,organism,physical_activity,susceptibility,connection,modulate,tv,gearbox,transmit,electronic,amplifies,incitement,feet,framework,bipod,holder,putting,configuring,enclosure,holding,monopod,stabilizing,legged,three_legged,stamina,occupation,convertor,convert,facility,ornament,decoration,ware,eating_utensil,utensil,bearings,wheeled_vehicle,bike,headphones,headgear,earphones,surface,line,ounces,coat,shell,joint,clothes,blouses,tube,pipe,sleave,lap,extremity,armrest,cli,receptacle,point,situation,calculator,table,register,widget,cavalry,ammunition,charges,load,destrier,conduction,warhorse,glasses,spectacles,eyeglasses,converge,convex,clarity
inanimate_object,artifact,plastic,paper
loop,belt
accessory,belt
badge,stripe
legislator,whip
vehicle,car
motor_vehicle,car
examination,search
following,pursuit
furnishings,furniture
transaction,commerce
grant,award
change,switch
coupler,switch
lamping,lamp
php,lamp
wamp,lamp
lights,lamp
sights,gunsight
instrument,weapon
condition,circumstance,situation,mode
part,component,slice,section,segment,unit,hub
section,part
thing,part,object
object,part
constituent,object
tracker,module
book,cover,method,notebook
plan,project
article,feature,paper
characteristic,aspect
constitution,structure
item,piece
cellulose,pulp
firm,publisher
sheets,paper
pages,paper
writing,paper,printing,notation
pen,paper
textile,cloth
text,copy
peripheral,printer,controller
carbon,graphite
scissors,paper
linen,bed_linen
business,firm
electronic_equipment,amplifier,lens,monitor,peripheral,terminal
platform,deck
performer,musician
guitarist,musician
electrode,collector,cathode
hobbyist,collector
gain,amplifier
attack,assault
musician,conductor
port,terminal
weaponry,armament
headphone
pedal
video,movie
ship,boat
vessel,screen,boat,ship
boat,vessel,ship
tableware,glassware,cutlery,silverware
breakable,glass
binoculars,binocular
magnifier,telescope,microscope
eyes,binocular
receive,receiver
electronic_component,transducer,transistor,transmitter
phone,receiver
athlete,cricketer,ballplayer,sport
player,server,ballplayer
sports,football
blanket,throw
touch,play
organism,person
physical_activity,sport
plastic,bag
argument,case
record,history,file
conference,session
case,baggage
download
furniture,table,lamp,desk
gun,rifle,firearm
fact,case
box,case
envelope,card
desk,lamp
area,space
space,compartment
time,space
handle,case
situation,event,standing,picture,thing
status,standing
cord,cable,wick
print,paper
line,cord,rope,sheet,side
hook,anchor
catch,hook
broadcaster,announcer
announcer,newscaster
articulator,speaker
cable
mount,tripod
adapter
camera,tripod
mechanism,filter,action
computer_hardware,computer
implement,sharpener
weapon,gun
controller
conductor,semiconductor,electrode
magazine,pulp
periodical,magazine
photographic_equipment,camera
materiel,baggage
backpack
computer,desktop,server,download,notebook
printer,paper
surface,screen,interface,side
view,foreground
stare,glare
window,foreground
fence,wall
bracket
background
past,history
information,evidence
dvd
movies,dvd
gobo
backpacker,backpack
backpacking,backpack
carrying,backpacking
carry,backpack
strap,backpack,strop
filter
filtrate,filter
noise,filter
other
hold,stand,tripod
coverage,cover
copy,book,print
program,patch,application,monitor,module,interface
defect,bug
bug,software
problem_solving,debugging
debugging,software
consumer_electronics,player
network,download
structure,root,layer
wavelength,light
weight,light
bag,case,backpack,envelope
sheet,plate,paper,leaf
cube,box
illustration,figure
picture,stereo
impression,mark
screen,background,monitor
monitor
lens,sunglass
open_source,software
light,brightness,gobo,lamp
lamp,bulb,light_bulb
photons,light
discharge,gun
fixture,bracket
speaker,orator
presiding_officer,speaker
contestant,athlete
woofer,speaker
tweeter,speaker
stereo,speaker
convention,conference
session,hearing
hearing,speaker
speak,speaker
audio,speaker
module,cartridge
compartment,box,module
package,box
knapsack,backpack
card
parchment,paper
belt,band
stripe,band
whip,strap
car,electric
search,hunt,pursuit
pursuit,stalk
commerce,trade
award,decoration
switch,lamp
gunsight,telescopic_sight
circumstance,event
mode,module
table,stand,desk,lamp,counter
rifle,riflescope
firearm,rifle,charger
event,case
standing,stand
wick,lamp
rope,cord,cable
anchor,cable
newscaster,anchor
action,operation
sharpener,strop
cover
method,system
notebook,paper
amplifier,microphone
terminal,cathode
desktop,background
server,download
aspect,surface
interface,module
foreground,background
glare,gobo
transducer,microphone,speaker,receiver,antenna
transistor,amplifier
transmitter,receiver
strop,strap
stand,tripod
patch,software
application,software
root,taproot
plate
leaf,page
mark,line
brightness,glare
bulb,lamp
light_bulb,lamp
orator,speaker
receiver,transmitter
band,strap
taproot,gobo
ballplayer,fielder
electric,lamp
stalk,bulb
hunt,stalk
lighting,lamp
interior_decoration,lighting
trade,interior_decoration
decoration,interior_decoration,adornment
riflescope
telescopic_sight,riflescope
slice,section
segment,section
feature,aspect
piece,article
wood_pulp,paper
pulp,wood_pulp,paper
publisher,magazine
printing,paper
cloth,linen
pencil,paper
graphite,pencil
page,paper
deck,controller
operation,controller
semiconductor,transistor
collector,conductor
cathode,battery
battery
assault,battery
artillery,battery
armament,artillery
movie,feature
binocular
glass,binocular,sunglass
glassware,glass
telescope,binocular
microscope,binocular
catcher,receiver
infielder,catcher
fielder,infielder
cricketer,fielder
sport,football
football,receiver
ball,football
pitch,ball
throw,pitch
game,sport
play,game
antenna,transmitter
tentacle,antenna
sensitivity,antenna
susceptibility,sensitivity
broadcast,transmitter
show,broadcast
connection,communication
modulate,transmitter
tv,transmitter
transmission,transmitter
gearbox,transmission
gear,transmission
transmit,transmitter
electronic,transmitter
amplifies,transmitter
incitement,signal
tripod
feet,tripod
rack,tripod
framework,rack
bipod,tripod
holder,tripod
mounting,mount
positioning,mounting
putting,positioning
connecting,mounting
attaching,connecting
configuring,attaching
trivet,tripod
base,trivet
compound,base
enclosure,compound
holding,tripod
monopod,tripod
stabilizing,tripod
legged,tripod
three_legged,tripod
legs,tripod
stamina,legs
position,stand
occupation,position
converter
convertor,converter
convert,converter
facility,utility
ring
jewelry,ring
ornament,jewelry
adornment,jewelry
headset
fork,headset
cutlery,fork
ware,tableware
eating_utensil,fork
silverware,fork
utensil,silverware
bearings,headset
bicycle,headset
wheeled_vehicle,bicycle
bike,bicycle
headphones,headset
headgear,headset,cap
earphones,headset
sleeve
thimble,sleeve
cap,thimble
top,cap,shirt
side,top
headdress,cap
ounces,sleeve
jacket,sleeve
coat,jacket
shell,jacket
wrist,sleeve
joint,wrist
raglan,sleeve
garment,raglan,shirt,sleeve,sweater
clothes,sleeve,shirt,shirts
blouses,sleeve
casing,sleeve
pipe,casing,manifold
tube,pipe
cylinder,pipe
manifold,cylinder
shirt,sleeve
shirts,sleeve
sleave,sleeve
sweater,sleeve
cuff,sleeve
lap,cuff
arm,sleeve
limb,arm
extremity,limb
armrest,arm
cli,switch
point,switch,end
wall_socket,point
receptacle,wall_socket
end,point
hub,switch
keyboard
key,keyboard
musical_notation,key
notation,musical_notation
lever,key
bar,lever
counter,bar
calculator,counter
register,counter
button,key
widget,button
charger
cavalry,charger
cartridge,charger
ammunition,cartridge
charges,charger
load,charger
destrier,charger
electrical_conduction,discharge
conduction,electrical_conduction
warhorse,charger
sunglass
sunglasses,sunglass
glasses,sunglasses
spectacles,sunglasses
eyeglasses,sunglasses
converge,sunglass
convex,sunglass
focus,sunglass
clarity,focus
