CONCEPT_ROOT_NODE,inanimate_object,unit,statement,evidence,discussion,file,consumer_durable,instrumentality,summary,concept,storage_device,artifact,topic,region,location,moment,money,pointer,appendage,state,illness,fabric,figure,connector,fastener,communicator,cabling,device,adapt,compatibility,publication,equipment,machine,quality,layer,disclosure,degree,look,panel,wall,history,narrative,data,message,product,digital,films,entertainment,motion_pictures,ld,disc,sacd,optical_disc,parachute,hiker,hiking,transport,utility,transportation,hike,clique,clothing,hanger,impurity,fluid,pass,attenuates,particulate,sort,isolate,sift,filtration,sound,dissolved,signal,frequencies,clearness,otherwise,or,ostracise,separate,else,another,something_else,unfamiliar,different,second,apart,stronghold,extent,material,code,project,imperfection,microphone,cognitive_psychology,thinking,repairing,programming,pane,household_durables,document,transfer,install,upload,system,release,egress,activity,intensity,distance,importance,liveliness,force,resuscitator,bed_linen,shape,imagery,artwork,representation,road,idea,imprint,display,translucence,software,template,radiation,illumination,electromagnetic_radiation,extension,condiment,emission,energy,spread,diffuse,burdock,protrusion,support,loud,quantity,talker,human,leader,person,speech,utterance,vocalizing,talking,loudspeaker,speaking,reproducer,government,speaks,stereos,assembly,meeting,communication,gathering,proceeding,communicate,utter,component,frequency,container,baggage,wrapping,paper,loop,accessory,badge,legislator,vehicle,motor_vehicle,examination,following,furnishings,transaction,grant,change,coupler,lamping,php,wamp,lights,sights,instrument,condition,part,section,thing,object,constituent,tracker,book,plan,article,characteristic,constitution,item,cellulose,firm,sheets,pages,writing,pen,textile,text,peripheral,carbon,scissors,linen,business,electronic_equipment,platform,performer,guitarist,electrode,hobbyist,gain,attack,musician,port,weaponry,headphone,pedal,video,ship,vessel,boat,tableware,breakable,binoculars,magnifier,eyes,receive,electronic_component,phone,athlete,player,sports,blanket,touch,organism,physical_activity
inanimate_object,artifact,plastic,paper
photographic_equipment,camera
electronic_equipment,amplifier,lens,monitor,peripheral,terminal
materiel,baggage
backpack
computer,desktop,server,download,notebook
characteristic,aspect
surface,screen,interface
view,foreground
stare,glare
window,foreground
fence,wall
bracket
background
past,history
information,evidence
electronic_component,transducer,transistor,transmitter
dvd
movies,dvd
gobo
backpacker,backpack
backpacking,backpack
carrying,backpacking
carry,backpack
strap,backpack,strop
filter
filtrate,filter
noise,filter
other
hold,stand
coverage,cover
copy,book,print
program,patch,application,monitor,module,interface
defect,bug
bug,software
problem_solving,debugging
debugging,software
consumer_electronics,player
network,download
structure,root,layer
wavelength,light
weight,light
bag,case,backpack,envelope
sheet,plate,paper,leaf
cube,box
illustration,figure
picture,stereo
impression,mark
screen,background,monitor
monitor
lens
open_source,software
light,brightness,gobo,lamp
lamp,bulb,light_bulb
photons,light
discharge,gun
fixture,bracket
speaker,orator
presiding_officer,speaker
woofer,speaker
tweeter,speaker
stereo,speaker
convention,conference
session,hearing
hearing,speaker
speak,speaker
audio,speaker
knapsack,backpack
compartment,box
package,box
card
circumstance,event
table,stand,desk,lamp
event,case
standing,stand
stand
wick,lamp
rope,cord,cable
plate
anchor,cable
newscaster,anchor
cover
amplifier,microphone
desktop,background
server,download
aspect,surface
foreground,background
glare,gobo
transducer,microphone,speaker,receiver
orator,speaker
strop,strap
band,strap
belt,band
patch,software
application,software
root,taproot
player,server,ballplayer
brightness,glare
mark,line
taproot,gobo
sharpener,strop
stripe,band
whip,strap
bulb,lamp
light_bulb,lamp
electric,lamp
car,electric
stalk,bulb
hunt,stalk
search,hunt,pursuit
pursuit,stalk
lighting,lamp
interior_decoration,lighting
trade,interior_decoration
commerce,trade
decoration,interior_decoration
award,decoration
switch,lamp
riflescope
telescopic_sight,riflescope
gunsight,telescopic_sight
rifle,riflescope
firearm,rifle
module
mode,module
part,component,slice,section,segment,unit
section,part
slice,section
thing,part,object
object,part
segment,section
constituent,object
tracker,module
method,system
plan,project
interface,module
feature,aspect
article,feature,paper
constitution,structure
parchment,paper
piece,article
item,piece
wood_pulp,paper
pulp,wood_pulp,paper
cellulose,pulp
magazine,pulp
periodical,magazine
publisher,magazine
firm,publisher
sheets,paper
pages,paper
writing,paper,printing
pen,paper
linen,bed_linen
cloth,linen
textile,cloth
notebook,paper
text,copy
printer,paper
peripheral,printer,controller
pencil,paper
graphite,pencil
carbon,graphite
printing,paper
scissors,paper
print,paper
page,paper
leaf,page
business,firm
controller
deck,controller
platform,deck
operation,controller
action,operation
transistor,amplifier
semiconductor,transistor
conductor,semiconductor,electrode
musician,conductor
performer,musician
guitarist,musician
collector,conductor
electrode,collector,cathode
hobbyist,collector
gain,amplifier
battery
assault,battery
attack,assault
cathode,battery
terminal,cathode
port,terminal
artillery,battery
armament,artillery
weaponry,armament
headphone
pedal
movie,feature
video,movie
vessel,screen,boat,ship
boat,vessel,ship
ship,boat
binocular
glass,binocular
glassware,glass
tableware,glassware
breakable,glass
binoculars,binocular
telescope,binocular
magnifier,telescope,microscope
eyes,binocular
microscope,binocular
receiver
receive,receiver
phone,receiver
catcher,receiver
infielder,catcher
fielder,infielder
cricketer,fielder
athlete,cricketer,ballplayer,sport
ballplayer,fielder
football,receiver
sports,football
ball,football
pitch,ball
throw,pitch
blanket,throw
sport,football
game,sport
play,game
touch,play
organism,person
contestant,athlete
physical_activity,sport
transmitter,receiver
